order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure reason
VWYylXISCMip7uuxU31hK02T,DadwaMl8ToxsuRfJ,ELIZABETH DIAZ,18911,iSTAR TV Set Top Box Stand with Remote Holder Wall Mount Shelf DTH Stand for WiFi Router Stand All Type of Set Top Box (Bl...,"tv, audio & cameras",Wallet,2,10.79,2024-01-19,Nigeria,Kontagora,www.ebay.com,r7O8xQJve08tCUdW,Y,
si1SJmiO1jTE851USeDf7Zr2,8deIjuDjhSBAPlbm,PATRICK LEWIS,198289,AVSAR 18k (750) White Gold and Diamond Nose Ring,accessories,Card,4,101.93,2023-07-03,Japan,Kitaku,www.apple.com,Cp69ef9C85uuwatF,Y,
ag1VvVHZxkUSag51otglrAsL,fd5rTkCiCEWZCRio,AARON CASTILLO,314179,"Men's Earring non piercing Black, Silver Huggie Ear Studs Metal Jewelry for Boys Clip on Style",accessories,Card,9,11.99,2022-09-13,United States,Wabash,www.wayfair.com,VvpOEAIDZwGasAcA,Y,
fQmSx614qTi0Rt16sgrFvp3p,PdNyJmUa9e0aFN2n,PATRICIA RAMIREZ,146810,BENGAL HANDLOOM Exclusive Women's Soft Dhakai Patta Jamdani Sarees,women's clothing,Card,3,46.19,2023-02-07,Kazakhstan,Būlaevo,www.nike.com,svtOjgznIwG1pcXk,Y,
hTvN5mvnfCitjtPGgKXmpxDK,JhEJejrlQG8b01hW,SCOTT BELL,335617,TJ Atta Dough Kneader Maker Kitchen Set with Measuring Cups Automatic Atta Roti Dough chakki clearline Maker Measuring Cup...,appliances,Card,4,6.0,2023-05-24,Kenya,Kericho,www.costco.com,3XwHIi8viMyUkknX,Y,
bQ8MsBV3jaG1KbzdZqAcoMLF,7gVO0cG0ne9nXirK,DENNIS HALL,371113,Bourge Mens Loire-z54 Running Shoes,stores,UPI,2,17.99,2024-06-30,United States,Waynesville,www.nike.com,0sieU7XLM3LVlnRV,Y,
xV25Nk4bI0bVLXJKH1Qneo2P,VFxuhwAvyv8Iy7xi,JENNIFER WILLIAMS,293436,Lee Men Jeans,men's clothing,Wallet,4,47.99,2024-01-14,United States,Arden-Arcade,www.bestbuy.com,za20FFfzKTRtxC1b,Y,
sG7NcYqW9BaE5VDwacu0kjnD,qSnngcZFV1qVPFhC,KYLE GONZALES,106167,"Miraan Cotton Printed Readymade Salwar Suit For Women(BANDCOLOR923, Pink)",women's clothing,Card,3,39.96,2023-08-14,Argentina,Vera,www.walmart.com,3mpr3ZxKS1aJvF5g,Y,
ka57TZPX5ScHJsY0FiDPALaB,c4iMN9bqBVEKB5R7,LAURA CHAVEZ,409962,Raymond Men Shirt,men's clothing,Card,2,107.99,2024-06-12,Australia,Grafton,www.walmart.com,1azTWtiFrhIUr56x,Y,
4666PoL7zNdTyBPEMOuPc6zi,iKv2IZw24PCrrWu9,THOMAS COOK,400652,"ShopAmz Camera with WiFi & Ethernet Connection, Alexa Google Assistant, Up to 256GB SD","tv, audio & cameras",Internet Banking,7,59.99,2023-04-12,Mali,Yélimané,www.homedepot.com,wu3PBePMgIG03slQ,Y,
WcieGtErm98gASx7JdbXhO8N,jbsy2PjuCiSYTw8Z,DANIEL LOPEZ,360407,"Mattlook Perfect Brow Duo-Shade Brow Powder, Eyebrow Palette With Smudger Brush, Eye Makeup, Multicolor-3 (8gm)",beauty & health,Internet Banking,2,2.99,2023-10-30,Nigeria,Kontagora,www.alibaba.com,SYqgCvQf7hC0vL6n,Y,
024vrUJhdJRVyBV5K3CZKE7g,TN3fuS6WCU0cxVjz,NATHAN ALVAREZ,330509,"Blue Star 1.5 Ton 5 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydr...",CORRUPTED,UPI,3,534.0,2022-01-17,United States,Molalla,www.bestbuy.com,2S4pX4nj8Vi3Kwiw,Y,
n7lIIpL711aYZkDB5u6xCNkG,w06mDa9TrDy9EhNk,LINDA EVANS,524084,ELLITI Women's Skinny Fit Denim Capris,women's clothing,Internet Banking,6,11.99,2022-07-31,United States,Newcastle,www.alibaba.com,2yderQVXjiCtEKd1,Y,
B5Rp1Cv2Mj5eQ5XCpwwQcmRu,Wt3CwbYGAM092WwJ,RACHEL GREEN,478095,CHKOKKO Men Cricket Polo Tshirt Uniform Jersey,men's clothing,Wallet,2,11.99,2023-07-14,Zimbabwe,Kwekwe,www.alibaba.com,WrGISZ03McChhiOL,Y,
k5LmGbw7AWpv3BgKxn9bAMe1,S1ySfuWfAgb1nRcG,KATHERINE MARTIN,272809,NEVA Men's(Gents) 100% Cotton Vest in White Color.It is A 4-pc Pack!!,men's clothing,UPI,8,15.54,2023-04-23,Finland,Lahti,www.costco.com,VSrHBS1c4QGkJInh,Y,
eIFf05ThzwqAaaKLvQ4dPpTs,7zgm01Sh9CEmPjNu,DONNA ADAMS,28907,Mamaearth Milky Soft Natural Baby Face Cream for Babies 60mL & Dusting Powder with Organic Oatmeal & Arrowroot Powder 150g...,toys & baby products,UPI,1,8.36,2024-03-17,South Georgia And South Sandwich Islands,Grytviken,www.walmart.com,d3UXS7k5jmAHzQDB,Y,
fnn0uAYzLExNTkCqxyZI4NC6,fEOvJg6IcMEtIAvL,MARY DAVIS,96340,Axter Men's Multi-Coloured Canvas Casual Shoes/Loafers/Moccasins - Pack of 3 (Combo-(3)-1002-1096-1058),men's shoes,Internet Banking,5,17.96,2022-05-29,United States,Liberty Lake,www.homedepot.com,zzJV2y4xwwhqdKZX,Y,
UYbOSp9liwVR9YTDIgOHHyb1,Y6beTaQBUrqvbpqi,NICHOLAS RICHARDSON,443309,Puma Mens Speed Sutamina Running Shoe,men's shoes,Card,3,101.99,2023-07-16,Sri Lanka,Galle,www.homedepot.com,OFceAEMhADWSPHDF,Y,
JRGZB36HsosSqfBhNbNnedyy,QWMc5jGaIYNIWn2C,JOHN COOPER,316069,Gem Stone Factory Natural Pyrite Raw for Attracting Wealth & Business Luck 200 gm - Vastu Fengshui,accessories,Internet Banking,6,23.99,2024-07-18,Russia,Zelënodol’sk,www.amazon.com,JI7ld7NrzxFo6Ne1,Y,
zzQoBX3SKv0BuotEW9QSxMCO,IpBZWg3oWQLftJEH,PAMELA BENNETT,141400,Krishmam Fashion Kanchivaram Jacqard For Women saree With Unstitched Blouse,women's clothing,Wallet,9,14.99,2023-11-27,Russia,Zelënodol’sk,www.apple.com,jWiFzoxun3955GAx,Y,
sMKO7qaX3v9UMykuPvwAibKD,xBky30d5W5xDVRwD,LINDA MENDOZA,228798,(Renewed) DIZO Wireless Dash Bluetooth Headset (Electric Blue),"tv, audio & cameras",UPI,6,41.99,2022-03-24,Mexico,Ayutla de los Libres,www.apple.com,aEzK0QBOMxGVZSF4,Y,
vD8gB9VNykuUvb7FJS1CzfPJ,kGRztNFhSiXkFT2O,NAME MORRIS,49065,"Ovuro Clear Toiletry Bags, Travel Makeup Bag, Waterproof Cosmetic Bag Clear PU Zippered Makeup Bag Portable Toiletry Wash ...",accessories,UPI,5,13.19,2022-03-19,United States,Warrenton,www.costco.com,7W3N84GScblZufdM,Y,
UgIIGdaw8QLYK2eHi6Lfr2lr,8m4m5fMwMeq3wdXR,SARAH PEREZ,28907,Mamaearth Milky Soft Natural Baby Face Cream for Babies 60mL & Dusting Powder with Organic Oatmeal & Arrowroot Powder 150g...,toys & baby products,Wallet,6,8.36,2024-05-13,United States,Molalla,www.amazon.com,oKZ29OFJSqCKENqu,Y,
oJd9FZNYZ8KONkwZXfS6PPBz,goIIkkdD56TvXBDZ,JONATHAN RUIZ,351219,Senslife Wine Satin 3/4Th Sleeves Solid Robe with Lingerie Set for Women,women's clothing,Card,6,19.19,2022-12-01,Russia,Votkinsk,www.ebay.com,FW5OdhyH3AQLIsAd,Y,
pb61GCjfzwn60LL4tJAFZIUC,oNQQfDrNexy6jT6M,BRIAN REED,171798,Liberty Men DTL-16 Formal Shoes,men's shoes,UPI,4,35.99,2022-04-11,United States,Jewett City,www.amazon.com,xvkLIWYZkY6TeVmy,Y,
5ag8UqeZ6KcK6zPOXtUJR3dX,hSXbxI3MA09oldAD,JENNIFER RICHARDSON,406806,SHOWOFF Men's Navy Blue Mandarin Collar Gingham Checks Classic Fit Shirt-WonderChecks-1725_NavyBlue,men's clothing,Card,4,25.5,2024-06-01,United States,Lincoln Village,www.bestbuy.com,m0wRQWP0A1a3C2Uu,N,Fraud Alert
QAJ4lOQAgogZHjEArgZAZc5Y,tLkfxlc5I7dmrGQf,JEFFREY SMITH,84860,Skechers Mens Mira Casual Shoe,men's shoes,Internet Banking,6,95.99,2023-11-17,Russia,Vilyuysk,www.bestbuy.com,jLE6ECbtj9LNh6Yu,Y,
x9goNsip5NxqlyKS3Tyj0MTM,EHvsAoSEJNx3Aga4,JACOB BENNETT,308073,Ananth Jewels BIS Hallmarked Silver BAR 10 grams Congratulations,accessories,Wallet,8,23.99,2022-07-16,United States,Tipp City,www.nike.com,YReNwo3T57bH8z5R,Y,
8HDPfUb6Djv72uixd0hRi2WV,oD2L29JFU9IWce10,SARAH RICHARDSON,148065,MITHILA HANDICRAFTS One Face Rudraksha | Ek Mukhi Rudraksha | Natural | Lab Certified in OM Shaped Panch-Dhatu Pendant |,accessories,Card,7,20.34,2023-12-10,United States,Edgewater,www.wayfair.com,LxD4coDTyEU7RQ7P,Y,
4jsqqZWkZi6TCn9IObUiOV7x,MxpPeRPc5VEl5mkV,MICHAEL TORRES,172808,Don Diego Mens Dd7007_Bordo Uniform Dress Shoe,men's shoes,Card,6,35.99,2023-05-17,United States,Newcastle,www.walmart.com,rpH0psZBvXJgwnf6,Y,
KGtmpSeeLSBP64oeuZgcBrfV,xZ206I9WsG7ssogF,BETTY KIM,425335,Bhuvanesh Enterprises 2inch Clear Audio 3watts 4ohms Loud Speaker Using Electronic Project & DIY Bluetooth Speaker Pack of 2,"tv, audio & cameras",Internet Banking,3,5.99,2024-04-24,Czechia,České Budějovice,www.etsy.com,F3bNEIAvxNht0YrB,Y,
9FJtuk8IMHxajSv1bssF5619,rfa9BvKvcc5mTwcP,ANGELA DIAZ,238574,PUSHKART High Speed Mini Wall Cum Table fan 12 inch Size 3 Speed Setting With Copper touch Motor Black Fan 300 mm Table fa...,appliances,Wallet,4,21.59,2022-07-18,Gabon,Gamba,www.walmart.com,Bfo7Qma3u2B1lWUc,Y,
tezuCEWqfxy6RVpO7FCjA3S3,WVIs6QyHTf5WXfGx,JOHN HARRIS,323476,Crazyink Boys Fleece Hooded Sweatshirt (Printedhoodie_Black_Bts_(8-9)Yr_Pink_15 Years-16 Years),kids' fashion,Card,2,11.99,2022-08-04,China,Beichengqu,www.amazon.com,xDAPbOV2fZ7vrnh5,Y,
0vcn7nhvsRMg5aYFSliOJX1l,xUFqCXAEGepQhcuz,BENJAMIN MARTIN,20089,"(Renewed) boAt Rockerz 255 Pro Made in India in Ear Bluetooth Neckband with Upto 10 Hours Playback, ASAP Charge, IPX5, boA...","tv, audio & cameras",Internet Banking,4,41.99,2022-06-17,Russia,Novoshakhtinsk,www.walmart.com,MbaCS2ChuTaZzJ5Z,Y,
Mz6wSZz675Vk1DJgePZl4ysJ,e4kX6WuQ4N3HZUNX,JENNIFER WILSON,221279,"PRIT Enterprise Women & Girl Latest Trendy Wedding Event, Evening Party Hand carry Purse Bride Party Clutch Bag(Pack of 1)...",accessories,Card,6,23.99,2024-07-06,Sweden,Örebro,www.etsy.com,XEaHzUjzDZ3FvPUC,Y,
bPParJgLd1ovPkzcrYCzkcdq,hSXbxI3MA09oldAD,JENNIFER RICHARDSON,95511,Metro Men Leather Flat Shoes (19-5547),men's shoes,Wallet,7,41.88,2024-07-29,United States,Maywood,www.nike.com,XJnRwnsG53ebTH5y,Y,
TlccrggSUktNq1F2U7e4DnSt,v9YkahcDLkFQ5qJQ,PATRICIA LOPEZ,149832,AKSHITA GEMS 5.00 Ratti /4.50 Carat Natural Certified Emerald Panna Gemstone Gold Plated Adjustable Ring for Women and Men,accessories,Card,6,31.19,2024-06-16,Australia,Grafton,www.nike.com,SDtqtPktw2kd7Glv,Y,
2MbphuOkYc4egMr0sBEtQOaP,oX7yEaZTPTplHDwC,SAMANTHA WATSON,209196,ZOUK Women's Handcrafted Mughal Art Multicolor Side Tote Bag and Handbag for Office and College,accessories,Internet Banking,6,49.68,,Canada,Thunder Bay,www.ebay.com,dQSzj2hJwxcP9rJ5,Y,
noKL6snaM6sjZh0IcpzxrAdw,anhnvHMUKKmlWx0X,PATRICIA GREEN,522343,Stylum Women's Cotton Blend Salwar Suit Set (Off White_XS),women's clothing,UPI,1,36.0,2024-04-11,Russia,Tuapse,www.bestbuy.com,HTCEh3ZuosMFnMNd,Y,
FsSFTEvq3Xhcj6PbqiyBNYqu,MBjQDksENjHVgjYF,JORDAN WATSON,228971,"TYPE-C Earphone for OnePlus 9 , OnePlus9 , OnePlus Nine in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, M...","tv, audio & cameras",Wallet,10,9.59,2024-01-09,China,Jiaxing,www.etsy.com,1bznSJz8GRe0tG3P,Y,
wePHTyfV6mAMiCbNLPbzEGW8,CdBJDo6keIQ6LCVp,CAROL KELLY,181124,"adidas The Road Cycling Shoes Men's, Blue, Size 7",men's shoes,Internet Banking,6,224.62,2024-01-06,United States,Brewster,www.bestbuy.com,ES1j4ELSlne9gGdQ,Y,
fZPSUz1F02kCRiPt2MasQknX,0lo2Mlf9hZHyOns6,BRIAN GOMEZ,19845,JBL Partybox 110 | Wireless Bluetooth Party Speaker | 160W Monstrous Pro Sound | Dynamic Light Show | Upto 12Hrs Playtime...,"tv, audio & cameras",UPI,3,431.99,2023-08-25,South Georgia And South Sandwich Islands,Grytviken,www.costco.com,tqiSPXn7hp2yefoY,Y,
jsRhBQpHeh9Ozb0Ib97i0quc,FHDxP5nS0H6s9p0A,BRANDON RODRIGUEZ,225161,"JARANI Cotton Handmade Mirror Work Hand Purse for Womens/Girls-(Pack of 2,Black & Blue)",accessories,Internet Banking,4,5.39,2024-04-20,United States,Blackhawk,www.amazon.com,hTpmNlwHHavMuHQa,Y,
ucwFoN346gfXWudNvmMDYtW6,FewnRF5VXTRJUinr,WILLIAM ROBERTS,505459,"Kytsch Metal Chain Best GITS for Husband and Wife Analog Wrist Watches for Couple Gifts for Wedding (Gold Dial, Gold Color...",accessories,Card,7,9.59,2023-12-17,United States,Reserve,www.ebay.com,FtGLGqbBKYXjXQGN,Y,
PRiCH3BFRnscFV32UDiexsaY,PvEg1Gp3KInfUBY6,STEPHEN JONES,34786,"AkDream's latest Stylish Pu-leather Trendy Cute backpack for collage, School Girls , women and ladies Small 5L(Black)",bags & luggage,Internet Banking,6,8.99,2022-04-19,United States,Northampton,www.etsy.com,9AypvJHIxOghDyiH,Y,
QIfTQrgD6yyjkFj8t8TiqIMH,MfTgjhCYZvA8FroG,MICHELLE WILLIAMS,441357,OORA Men Running Shoes,men's shoes,Wallet,1,5.99,2024-05-23,Russia,Zelënodol’sk,www.amazon.com,JO8qFfcGGT7nGZCM,Y,
ckNujo1J4UnuEv6cxCNeNiX0,EERYpHVCwxFSQm1c,RYAN ALLEN,66743,Neewer 200mm Professional Rail Nodal Slide Metal Quick Release Clamp for Camera with Arca Swiss Compatible,"tv, audio & cameras",Wallet,7,114.0,2023-01-17,United States,Wabash,www.amazon.com,4C7EAhpFmeuAzBWj,Y,
OiekIfvWCVe0IIhAqVyBfATE,iWew7zbZVmxW2Eu9,JORDAN GOMEZ,154938,SAHVI HANDICRAFTS Earrings Combo Girls/Women's Twisted Leafe Shape Glass Bead Dangle Earrings Combo Set Pack of 12 Pairs (...,accessories,Internet Banking,2,14.39,2022-08-13,United States,Lake Barcroft,www.amazon.com,XDTjATLkYnXZBWp4,Y,
5lAzIokuWU2wYjjx8g8i33VE,KKIEbF8f5L2c40oX,MARGARET WRIGHT,122288,Raw Pressery Almond Milk Plain Unsweetened 1 LTR (Pack of 2),grocery & gourmet foods,Wallet,2,7.8,2023-01-30,Indonesia,Makale,www.etsy.com,7i11IA2KkTa1aWPM,Y,
ph92zgJ0mi11cWzjLJe1TlZE,Lh2M6wtlYChwkkU0,KYLE WILLIAMS,35651,2 Double Racket with ONE Cover and Badminton NET,sports & fitness,Card,2,9.59,2024-03-13,United States,Lakewood,www.walmart.com,gnMRQmmXfaIbxKy5,Y,
qtG8WYKugheiDnZQ4PzmGGic,qcagM4Swq7hL9Ha5,DEBORAH VASQUEZ,202078,Avsar 14KT Rose Gold Nose Ring for Women,accessories,UPI,7,106.44,2023-04-30,United States,Woodbury,www.etsy.com,6dE6cvjjgtXuOL7W,Y,
lZwELArocZqDLew9GQZTNDAc,7anYGvy194Mlb7aV,TYLER FOSTER,403362,RAMRAJ COTTON Mens Traditional Half Sleeve White Shirt,men's clothing,UPI,5,8.39,2024-01-22,United States,Ware,www.wayfair.com,vlyekdQfkPc1d3eP,Y,
ZNTYHEFwpBQIJnYg9cSKm7w6,JahscO56eVTFjLqq,BRENDA SMITH,180898,Lee Cooper Mens Lc4505a Sneaker,men's shoes,Wallet,6,39.59,2023-11-16,Russia,Zelënodol’sk,www.etsy.com,L1dOayDgmz2q9dQl,Y,
GVLYY8Ywgwzoh66xaX6ar1wu,yIdrheaLUPqZZ3sH,MICHELLE SMITH,10024,"SKYCELL 360°Rotatable and Retractable Car Phone Holder, Multifunctional Adjustable Mount, Universal Rearview Mirror Phone ...",car & motorbike,Internet Banking,4,11.99,2022-01-16,United States,East Rutherford,www.alibaba.com,ym4h9heiwgGX9xOm,Y,
QgL4U3CXcHw5CaFCgpQw8TPu,qlmDRPEqrECpqNas,CHARLES BENNETT,298347,Simon Carter Men Jeans,men's clothing,Internet Banking,7,43.19,2024-07-08,United States,Flat Rock,www.costco.com,gH6RBJskAIWtB1tl,Y,
elukDRtYDJfMAFqY9FvS2IuO,iWew7zbZVmxW2Eu9,JORDAN GOMEZ,74394,SMARTCAM® 360° Fisheye Wireless Panoramic WiFi Camera 3MP HD Home Security IP Camera Lighting Night Vision Two Audio Bulb ...,"tv, audio & cameras",UPI,1,95.99,2023-09-15,Canada,Thunder Bay,www.bestbuy.com,wDr5DqBm16eOXHdY,Y,
jtXqWjbhBuuyZnupRC5hc4mY,5udHoOikCwaoFi72,ZACHARY ALVAREZ,294020,Jeans For Mens For Smartness.(pack of 2),men's clothing,Card,1,57.6,2024-06-04,Czechia,České Budějovice,www.apple.com,XNTzdCm13H2WTr0p,Y,
Xcwt54gdENf55gAskAoWMUqC,sNXaYyl4iKrzdPlu,PAMELA JIMENEZ,174143,BATA Men's GRID-Remo-AW17 M1 Black Formal Shoes - 8 UK (42 EU) (8516139),men's shoes,Wallet,5,11.99,2022-07-23,United States,Arden-Arcade,www.alibaba.com,my1UbbgzGPiOYPJR,Y,
kVWtsjuYyBQBslPsOHSb8Xuu,nueFIusYsrYCmbqG,BENJAMIN RODRIGUEZ,284012,Basilio Sliky Stretchable Denim Regular Fit Mid Rise Jeans Pant for Men,men's clothing,Wallet,3,23.99,2023-03-14,United States,Scottsboro,www.bestbuy.com,nOqEOncqRNIKxP7n,Y,
ZKQWL8eFavcA8PfIZJPL6FkU,f1mxnx3IPhB2ZzRX,LINDA CLARK,307959,Three Shades Mens Bracelet Brass Gold Plated Link Chain Bracelet for Men,accessories,UPI,4,4.19,2022-01-31,United States,Ware,www.homedepot.com,Ngi65CXjOcRatHMh,N,Invalid Billing Information
nEzbYx8jQoPMLqX1kf2L2QFU,kPW9RpLqRFVSEt5s,DEBORAH RUIZ,218086,EVEDA Synthetic Leather Classic Trendy Travel Shoulder Top Handle Handheld Unique Design Water Resistant Handbag For Women,accessories,Card,6,26.39,2023-07-21,United States,Woodbury,www.ebay.com,cseIcC8d1xQQ6TMG,Y,
5mlyN1G9e8024o6JaXkpvt4G,CwiczesUjxKv35kC,SANDRA WATSON,204270,PC Jeweller The Ellyce 18KT Yellow Gold and Diamond Ring for Women,accessories,Card,1,1157.53,2022-05-23,United States,East Aurora,www.costco.com,YX5KcaMpjpDyvlcM,Y,
Zr8g1Rg2e34liK2SrEDaiAYW,n2ou7vppsxNT68wl,JORDAN HILL,291709,"Men's Slim Fit Denim Mid Rise Stretchable Jeans (Dark Grey, 30)-PID42894",men's clothing,Wallet,2,16.56,2024-01-30,Russia,Votkinsk,www.ebay.com,AJrz6xz2aloXAFVN,Y,
w5y0Q2VSb25N0xOiasybkC1Z,klpqJSIHfJnaPO3f,AARON EVANS,27057,Prestige PIC 16.0+ 2000W Induction Cooktop with Soft Touch Push Buttons (Black),stores,UPI,6,47.34,2023-05-17,United States,Jewett City,www.amazon.com,26ytYcuhuC5b83qX,Y,
DY4lhgJcEiDb42HlW4xuhsfB,V89ALuAo0bMboKaW,ASHLEY MITCHELL,418171,Spykar Men's Slim Shirt (62052000_Khaki L),men's clothing,Internet Banking,5,32.39,2023-04-05,Canada,Thunder Bay,www.bestbuy.com,ne3PSEbqqzDUsRcU,Y,
xfaVwcp2FqUr7eIQuqb7nlte,mbabxz9YVpqgeszq,MARK FOSTER,364057,FUR JADEN PU Leather 9 Slot Vertical Credit Debit Card Holder Money Wallet Zipper Coin Purse for Men Women (Tan),stores,UPI,6,12.0,2022-09-05,United States,Manteca,www.homedepot.com,wahgwcQrv6xPbxH5,Y,
g4Zcor1nofQCL1XKMhr82ZuB,TMY7TXP22BZ0nNjg,MARGARET YOUNG,267250,Fruit of the Loom Men's Hip Brief,men's clothing,Internet Banking,3,4.19,2022-04-04,United States,Lake Barcroft,www.nike.com,eBZKIEkpzGjETKWN,Y,
fUsmOc8eS4IjLU6a7vL0w0Mn,qUhqcMHMFJtYlKXc,AMANDA KIM,432020,Shopnet Wireless Bluetooth Speaker TG113 For LG K4 Ultra Boost Bass with DJ Sound Portable Home Speaker with Audio Line in...,"tv, audio & cameras",Internet Banking,6,19.19,2022-12-10,United States,Helena-West Helena,www.etsy.com,N4CYiThQTveoVPmL,Y,
5NeWYqLhdjeakKR4jdvEvmE3,YTFoLmeGQuttUuKW,MELISSA ADAMS,112548,BIBA Women's Cotton a-line Suit Set,women's clothing,UPI,3,35.99,2023-11-16,Mexico,Ayutla de los Libres,www.amazon.com,uWgdcuIVjnJTgARw,Y,
sSDMcO4lEYE1PtIyWXEHbyiX,pVo1z5GZVdsbRpDc,ZACHARY RICHARDSON,315158,Yellow Chimes Rings for Men Kpop BTS Band Jin Name and DOB Stainless Steel Silver Band Ring for Men and Boy's.,accessories,Wallet,6,13.5,2024-05-29,China,Beichengqu,www.ebay.com,baGTADlhawjhh2Is,Y,
tLdBR49X1LnCr23hHyW1TFxZ,AATGYstCTMsdjRgl,CHARLES DAVIS,264097,Pepe Jeans Innerwear Men's Cotton Brief,men's clothing,Wallet,4,4.19,2023-01-08,Japan,Kitaku,www.etsy.com,2i6cXUlU4SrrzGiA,Y,
ga1MwOwo6IeWZSCAF4FvelpE,qzyhWFyHYMjePObX,DANIEL LEWIS,483758,"RISHABH DIGTIAL MULTIMETERS RISH IYOUNG, Multi, Medium (RP1412)",industrial supplies,UPI,4,25.7,2022-03-27,United States,Sweetwater,www.walmart.com,Vvx4HKzsLIbwO5vO,Y,
6z3vQtiKtBDOohckcVIk92vu,0w5cxfeKAbKD6k6t,AARON WARD,8389,"Lyle Micro Fiber Mesh/Top Mesh compatible with Prestige Tattva, Stainless steel and 2.0 Model Gravity Water Purifier",appliances,Card,3,5.99,2022-11-06,United States,Sweetwater,www.bestbuy.com,Vqj3v6GQdfEeDjLy,Y,
lBxtLrqErJqEKT3WT4wWebib,rCC2VBH5IiIKtFhY,BENJAMIN COX,29873,BabyMoon Strechable Bodysuit & Cap for Baby Boys Photography Photoshoot Props Costume,kids' fashion,Card,8,12.0,2024-02-16,Nigeria,Kontagora,www.costco.com,5TS8g2UbYv4ucwXl,Y,
6L05i9aoyNjDCVldg7DQMusF,kGRztNFhSiXkFT2O,NAME MORRIS,248376,"KEBILSHOP 3.5 mm Jack Stereo Audio Aux Male to 2 RCA Male Cable for Smartphone, Black (10 Meter)","tv, audio & cameras",Internet Banking,5,11.99,2023-11-10,United States,New Hyde Park,www.alibaba.com,bWNTgq3cpRz6KI5n,Y,
QGeTIaMjOkNRCVvdfagcoRMP,nfYslMDI0j2jjI7W,BRENDA ADAMS,40496,STORE 2508 Frog Eye Sleep Mask (Green),accessories,Card,3,7.19,2022-08-18,Honduras,Ciudad Choluteca,www.amazon.com,VJTQ6XTwUsxLiCbG,Y,
gSwxPLT5kzOnUKbpJr8FomLD,MoUwaEM3sHWSzMN7,BRANDON HUGHES,139347,KLOSIA Women Solid Kurta and Pant Set with Silk Dupatta,women's clothing,Card,5,32.39,2022-01-10,United States,Sweetwater,www.costco.com,rPbS6m0UY3YNLcsl,Y,
0d9u8gp54K2juj1ixqhEyWvf,9slRVUNTIQr0DyVU,TYLER SMITH,317400,Shining Jewel - By Shivansh 925 8 inches Silver Plated Imported Quality Cuban Bracelet for Men & Women (SJ_3059),accessories,Card,3,15.59,2023-05-03,United States,Tipp City,www.apple.com,QUddFc3xcQlTdkNk,Y,
TEgUz3t9rdySWqNnBZGnhAd1,l0C6Gek1m9LBsbnV,BRENDA GONZALES,401550,SPYTECTIFY Secret Switch Board Socket Camera Hidden Audio Video Recorder 24*7 Continuous with Day Vision (V380 Pro APP),"tv, audio & cameras",Internet Banking,4,71.99,2022-04-19,United States,Helena-West Helena,www.walmart.com,wd0igku4J2rMgbKd,Y,
Xc5l8kC2vbgMPmwkvUYGOsVJ,c93PSd5yvzOMiGCK,JONATHAN COLLINS,63262,SmallRig Action Camera Case for DJI Action 2 Dual-Screen Combo Camera Cage with Magnetic Attachments Arm Your Action Camer...,"tv, audio & cameras",Wallet,5,25.2,2022-01-22,United States,Warrenton,www.bestbuy.com,1r2Nq8t3vQvZX6Qs,Y,
YnxhmraAkwksqx8so9OmgjQ1,anhnvHMUKKmlWx0X,PATRICIA GREEN,75454,"Proaim SnapRig L Bracket Compatible with Sony a1, a7S III, a7R IV, and a9 II LB206 | Adds Better Grip & Versatility-Horizo...","tv, audio & cameras",Wallet,2,35.58,2022-04-08,China,Jiaxing,www.ebay.com,hD2sRH9ZMcpgSxcp,Y,
og0yNUwFVEPJhdxjeP6MBldO,TMY7TXP22BZ0nNjg,MARGARET YOUNG,80928,"BKN® Tranding Car Fragrance Air Freshener, Record Player with 1 Aromatherapy Blades, Aromatherapy Refill",car & motorbike,UPI,3,23.99,2024-03-28,Iran,Bam,www.bestbuy.com,HZlEz8NiDOVjZOHp,Y,
LudcdCaNfwC5BBygdtqk2QSj,aKR17L5vXdyTZJL4,JORDAN JACKSON,20089,"(Renewed) boAt Rockerz 255 Pro Made in India in Ear Bluetooth Neckband with Upto 10 Hours Playback, ASAP Charge, IPX5, boA...","tv, audio & cameras",Wallet,1,41.99,2023-01-03,United States,East Rockaway,www.walmart.com,w7UzkqFbI5Fknh3K,Y,
543qI0bxf41A2QkcHRpXdXAU,MBjQDksENjHVgjYF,JORDAN WATSON,512850,JUNEBERRY® Oversized Loose Baggy Fit Drop Shooulder Half Sleeves Pure Cotton Stay Strong Graphic Printed Black T-Shirt for...,women's clothing,Internet Banking,6,14.39,2024-04-02,Russia,Votkinsk,www.nike.com,XuiAG2GJrcSw4rxE,Y,
J3ETt0LhFQePyLFw07ZnM5B7,g9K3eMZ60GTPoibw,NATHAN FLORES,112548,BIBA Women's Cotton a-line Suit Set,women's clothing,Card,9,35.99,2023-07-10,United States,Lake Barcroft,www.apple.com,j0qayAQg4H1QEArG,Y,
